# twice: 1 8 6 9 => 3 10 18 19, determinant -20?
# twice: 14 17 7 20 => 33 32 6 41, determinant 0?
-1 0 1 2
2 -1 3 0
2 1 3 -3
-1 2 3 0
# twice: 8 1 6 9 => 3 10 18 19, determinant -13?
-1 2 -3 3
-1 -3 2 1
2 -1 2 -1
1 -1 2 0
# twice: 8 1 6 9 => 3 10 18 19, determinant -6?
-1 2 -3 3
2 0 -1 0
2 -1 2 -1
1 -1 2 0
# twice: 1 6 8 9 => 4 17 22 25, determinant 0?
-1 2 -2 1
-2 -1 2 1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25, determinant -5?
-1 2 -2 1
-2 -1 2 1
-3 1 -1 3
-3 2 2 0
# twice: 1 6 8 9 => 4 17 22 25, determinant 5?
-1 2 -2 1
-2 2 2 -1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25, determinant 0?
-1 2 -2 1
-2 2 2 -1
-3 1 -1 3
-3 2 2 0
# twice: 1 6 8 9 => 3 10 18 19, determinant 4?
0 -2 3 -1
0 -1 2 0
-2 3 -2 2
-2 3 -3 3
# twice: 1 6 8 9 => 3 10 18 19, determinant 8?
0 -2 3 -1
0 2 2 -2
-2 3 -2 2
-2 3 -3 3
# twice: 8 1 6 9 => 17 7 14 20, determinant -2?
0 -1 0 2
0 -2 3 -1
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 7 14 20, determinant 4?
0 -1 0 2
0 -2 3 -1
2 1 -2 1
0 -1 -1 3
# twice: 8 1 6 9 => 17 14 7 20, determinant -9?
0 -1 0 2
2 -2 3 -2
-3 -2 1 3
0 -1 -1 3
# twice: 8 1 6 9 => 17 14 7 20, determinant 4?
0 -1 0 2
2 -2 3 -2
0 1 -2 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 22 4 25, determinant 1!
0 -1 0 2
3 -2 0 0
-2 -1 2 1
2 0 -3 3
# twice: 8 1 6 9 => 17 22 4 25, determinant 31?
0 -1 0 2
3 -2 0 0
1 2 -1 0
2 0 -3 3
# twice: 8 1 6 9 => 17 7 14 20, determinant -3?
0 -1 0 2
3 1 0 -2
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 7 14 20, determinant 3?
0 -1 0 2
3 1 0 -2
2 1 -2 1
0 -1 -1 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 81?
0 0 -3 3
0 -2 0 3
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 81?
0 0 -3 3
0 -2 0 3
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 81?
0 0 -3 3
0 -2 0 3
3 3 3 -3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 54?
0 0 -3 3
1 -2 3 0
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 54?
0 0 -3 3
1 -2 3 0
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 54?
0 0 -3 3
1 -2 3 0
3 3 3 -3
3 -2 0 3
# twice: 1 8 6 9 => 3 10 18 19, determinant -10?
0 0 -1 1
0 -1 0 2
-1 2 -1 1
-3 -1 2 2
# twice: 1 8 6 9 => 3 10 18 19, determinant 4?
0 0 -1 1
0 -1 0 2
-1 2 -1 1
0 2 -1 1
# twice: 1 8 6 9 => 3 10 18 19, determinant -18?
0 0 -1 1
3 2 -3 1
-1 2 -1 1
-3 -1 2 2
# twice: 1 8 6 9 => 3 10 18 19, determinant -4?
0 0 -1 1
3 2 -3 1
-1 2 -1 1
0 2 -1 1
# twice: 3 10 18 19 => 16 41 23 44, determinant -78?
0 0 3 -2
-3 3 -1 2
3 3 -3 2
1 2 -2 3
# twice: 3 10 18 19 => 16 41 23 44, determinant -36?
0 0 3 -2
-3 3 -1 2
3 3 -3 2
2 2 1 0
# twice: 3 10 18 19 => 16 41 23 44, determinant -72?
0 0 3 -2
-2 3 2 -1
3 3 -3 2
1 2 -2 3
# twice: 3 10 18 19 => 16 41 23 44, determinant -30?
0 0 3 -2
-2 3 2 -1
3 3 -3 2
2 2 1 0
# twice: 17 7 14 20 => 53 12 19 54, determinant 20?
0 1 -1 3
-2 0 -1 3
-2 3 -2 3
0 2 0 2
# twice: 17 7 14 20 => 53 12 19 54, determinant -10?
0 1 -1 3
-2 0 -1 3
-1 2 3 -1
0 2 0 2
# twice: 1 6 8 9 => 3 10 18 19, determinant -4?
0 1 3 -3
0 -1 2 0
-2 3 -2 2
-2 3 -3 3
# twice: 1 6 8 9 => 3 10 18 19, determinant 0?
0 1 3 -3
0 2 2 -2
-2 3 -2 2
-2 3 -3 3
# twice: 1 8 6 9 => 4 17 22 25, determinant 7?
0 2 1 -2
-2 -1 0 3
-2 3 0 0
-3 2 2 0
# twice: 1 8 6 9 => 4 17 22 25, determinant 24?
0 2 1 -2
1 2 -3 2
-2 3 0 0
-3 2 2 0
# twice: 17 14 7 20 => 43 84 21 88, determinant -21?
1 -2 2 2
1 2 -3 3
-2 3 -1 1
0 3 -2 3
# twice: 7 17 14 20 => 22 51 54 67, determinant -6?
1 -1 -2 3
-2 -1 3 2
0 2 0 1
-1 0 1 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 0?
1 0 0 0
0 -2 0 3
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 0?
1 0 0 0
0 -2 0 3
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant 0?
1 0 0 0
0 -2 0 3
3 3 3 -3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -27?
1 0 0 0
1 -2 3 0
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -27?
1 0 0 0
1 -2 3 0
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -27?
1 0 0 0
1 -2 3 0
3 3 3 -3
3 -2 0 3
# twice: 8 1 6 9 => 14 17 7 20, determinant -42?
1 0 1 0
1 -3 2 0
-3 -2 1 3
0 -1 -1 3
# twice: 8 1 6 9 => 14 17 7 20, determinant 7?
1 0 1 0
1 -3 2 0
0 1 -2 2
0 -1 -1 3
# twice: 10 3 18 19 => 16 23 41 44, determinant 60?
1 1 -3 3
-1 -1 2 0
-2 2 2 1
2 2 1 0
# twice: 18 19 21 28 => 86 95 97 134, determinant -2?
1 1 1 1
2 2 1 0
1 -1 2 2
2 0 2 2
# twice: 18 19 21 28 => 86 95 97 134, determinant 0?
1 1 1 1
3 -3 2 2
1 -1 2 2
2 0 2 2
# twice: 18 19 21 28 => 86 97 95 134, determinant -4?
1 1 1 1
3 3 2 -2
-1 3 0 2
2 0 2 2
# twice: 8 1 6 9 => 10 3 18 19, determinant -16?
1 2 -3 2
-3 -3 2 2
2 -1 2 -1
1 -1 2 0
# twice: 8 1 6 9 => 10 3 18 19, determinant -6?
1 2 -3 2
0 0 -1 1
2 -1 2 -1
1 -1 2 0
# twice: 19 18 21 28 => 97 86 95 134, determinant 16?
1 2 -2 3
1 1 1 1
0 1 1 2
2 3 2 0
# twice: 17 7 14 20 => 51 22 54 67, determinant -34?
1 2 0 1
2 2 1 -2
0 -2 2 2
2 3 -2 2
# twice: 17 7 14 20 => 51 22 54 67, determinant 6?
1 2 0 1
2 2 1 -2
0 -2 2 2
3 2 3 -2
# twice: 10 3 18 19 => 15 11 27 29, determinant -8?
1 2 1 -1
3 0 0 -1
-2 3 0 2
0 3 -1 2
# twice: 21 19 18 28 => 95 86 97 134, determinant 10?
1 2 2 0
1 3 2 -1
1 2 -1 2
2 0 2 2
# twice: 21 19 18 28 => 95 86 97 134, determinant 8?
1 2 2 0
2 -2 3 1
1 2 -1 2
2 0 2 2
# twice: 21 19 18 28 => 95 97 86 134, determinant 2?
1 2 2 0
2 -1 1 2
1 1 1 1
2 0 2 2
# twice: 14 17 7 20 => 29 34 44 53, determinant 63?
1 2 3 -2
1 -2 2 2
0 3 -1 0
-1 0 1 3
# twice: 21 19 18 28 => 95 86 97 134, determinant -4?
2 -3 3 2
1 3 2 -1
1 2 -1 2
2 0 2 2
# twice: 21 19 18 28 => 95 86 97 134, determinant -6?
2 -3 3 2
2 -2 3 1
1 2 -1 2
2 0 2 2
# twice: 21 19 18 28 => 95 97 86 134, determinant 0?
2 -3 3 2
2 -1 1 2
1 1 1 1
2 0 2 2
# twice: 19 18 21 28 => 97 86 95 134, determinant -2?
2 -1 1 2
1 1 1 1
0 1 1 2
2 3 2 0
# twice: 17 14 7 20 => 41 16 23 44, determinant -4?
2 -1 3 0
-3 0 1 3
-3 2 -2 3
1 -1 3 1
# twice: 17 14 7 20 => 41 16 23 44, determinant 3?
2 -1 3 0
-3 0 1 3
3 -3 2 0
1 -1 3 1
# twice: 8 1 6 9 => 22 17 4 25, determinant -14?
2 0 -2 2
1 -3 2 0
-2 -1 2 1
2 0 -3 3
# twice: 8 1 6 9 => 22 17 4 25, determinant -2?
2 0 -2 2
1 -3 2 0
1 2 -1 0
2 0 -3 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -81?
2 0 3 -3
0 -2 0 3
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -81?
2 0 3 -3
0 -2 0 3
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -81?
2 0 3 -3
0 -2 0 3
3 3 3 -3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -108?
2 0 3 -3
1 -2 3 0
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -108?
2 0 3 -3
1 -2 3 0
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 3 37 36 46, determinant -108?
2 0 3 -3
1 -2 3 0
3 3 3 -3
3 -2 0 3
# twice: 18 19 21 28 => 97 86 95 134, determinant 104?
2 1 -2 3
0 -1 1 3
-1 3 0 2
2 0 2 2
# twice: 10 3 18 19 => 23 16 41 44, determinant 4?
2 1 0 0
-2 -1 -1 3
-2 2 2 1
2 2 1 0
# twice: 10 3 18 19 => 23 16 41 44, determinant 2?
2 1 0 0
0 0 3 -2
-2 2 2 1
2 2 1 0
# twice: 7 17 14 20 => 22 51 54 67, determinant -27?
2 2 1 -2
-2 -1 3 2
0 2 0 1
-1 0 1 3
# twice: 19 18 21 28 => 95 86 97 134, determinant -1!
2 2 1 0
1 1 1 1
1 2 2 0
2 3 2 0
# twice: 17 14 7 20 => 43 84 21 88, determinant 42?
2 2 3 -2
1 2 -3 3
-2 3 -1 1
0 3 -2 3
# twice: 17 4 22 25 => 58 59 69 90, determinant -353?
2 2 3 -2
3 -2 3 -2
-3 1 3 2
3 2 -2 3
# twice: 8 1 6 9 => 7 17 14 20, determinant -21?
2 3 -2 0
1 -3 2 0
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 7 17 14 20, determinant 21?
2 3 -2 0
1 -3 2 0
2 1 -2 1
0 -1 -1 3
# twice: 21 19 18 28 => 97 95 86 134, determinant 4?
2 3 3 -2
0 3 -1 2
1 1 1 1
2 0 2 2
# twice: 7 17 14 20 => 7 54 57 70, determinant -39?
3 -2 0 1
0 0 1 2
2 3 -2 1
1 1 -1 3
# twice: 7 17 14 20 => 7 57 54 70, determinant 10?
3 -2 0 1
2 1 -1 2
0 2 0 1
1 1 -1 3
# twice: 17 7 14 20 => 84 43 21 88, determinant 30?
3 -1 0 2
1 -2 0 2
-2 1 2 1
2 -2 2 2
# twice: 18 19 21 28 => 94 99 96 139, determinant -6?
3 1 1 0
2 0 -1 3
0 1 1 2
2 1 0 3
# twice: 8 1 6 9 => 17 7 14 20, determinant -3?
3 2 -3 1
0 -2 3 -1
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 7 14 20, determinant 3?
3 2 -3 1
0 -2 3 -1
2 1 -2 1
0 -1 -1 3
# twice: 8 1 6 9 => 17 14 7 20, determinant -24?
3 2 -3 1
2 -2 3 -2
-3 -2 1 3
0 -1 -1 3
# twice: 8 1 6 9 => 17 14 7 20, determinant -11?
3 2 -3 1
2 -2 3 -2
0 1 -2 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 22 4 25, determinant -46?
3 2 -3 1
3 -2 0 0
-2 -1 2 1
2 0 -3 3
# twice: 8 1 6 9 => 17 22 4 25, determinant -16?
3 2 -3 1
3 -2 0 0
1 2 -1 0
2 0 -3 3
# twice: 8 1 6 9 => 17 7 14 20, determinant -4?
3 2 -3 1
3 1 0 -2
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 17 7 14 20, determinant 2?
3 2 -3 1
3 1 0 -2
2 1 -2 1
0 -1 -1 3
# twice: 7 17 14 20 => 27 37 30 46, determinant 12?
3 2 -2 0
2 -3 1 3
1 -3 1 3
3 -1 3 0
# twice: 18 19 21 28 => 99 94 96 139, determinant -18?
3 2 -1 1
2 -1 1 2
0 1 1 2
2 1 0 3
# twice: 17 4 22 25 => 59 58 69 90, determinant -170?
3 2 0 0
1 -3 -1 3
-3 1 3 2
3 2 -2 3
# twice: 10 3 18 19 => 16 23 41 44, determinant -35?
3 2 1 -2
-1 -1 2 0
-2 2 2 1
2 2 1 0
# twice: 14 17 7 20 => 37 27 30 46, determinant -66?
3 2 3 -3
-2 2 3 0
2 -3 -1 3
3 -1 3 0
# twice: 19 18 21 28 => 97 86 95 134, determinant -1!
3 3 2 -2
1 1 1 1
0 1 1 2
2 3 2 0
